municipioId
1100106
1100205
1200203
1200351
1200401
1200500
1200609
1200708
1301209
1301704
1301902
1302504
1302603
1302900
1303403
1304203
1400209
1400233
1400282
1400472
1400506
1505106
1505304
1505502
1506807
1600105
1600204
1600279
1600303
1600501
1600535
1600808
1718204
2201200
2202208
2203701
2205805
2410306
2412609
2412708
2413102
2918407
2925303
2933307
3127701
4304606
4305108
4305355
4306379
4306767
4307708
4308201
4309308
4311981
4313086
4319000
4319406
4322004
5003306
5210208
