ordering,keywords,collection_id,source_table_id,colorScheme,variable_id_BKUP,variable_id,skip,indicator_id_BKUP,indicator_id,classificationMethod,preset,year,indicator_path,Tema,Subtema,indicator_label,is_default_variable,variant_label,measure_unit,variant_path,description,metodology,metodology_BACKUP_2026_04_07
95,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_infraestrutura,schemeRdPu,mor_sem_ilu_pub_pct,cn22_inf01_silu_tot_mor_2,,dom_sem_ilu_pub_pct,cn22_inf01_silu_tot_dom_2,,cem_censo_2022,2022,Infraestrutura e serviços urbanos / 2022 / Infraestrutura,Infraestrutura e serviços urbanos,Infraestrutura,Domicílios sem iluminação pública,,Total de moradores,Porcentagem em relação ao total de moradores,Total,Teste,https://georedus.github.io/metadata/cem/cn22/cn22_inf01_silu_tot_dom_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_inf01_silu_tot_dom_2.md
96,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_servicos,schemeRdPu,ser_agu_dom_tot_dom_pct,cn22_ser02_sagu_tot_dom_2,,ser_agu_dom_tot_dom_pct,cn22_ser02_sagu_tot_dom_2,,cem_censo_2022,2022,Infraestrutura e serviços urbanos / 2022 / Serviços urbanos,Infraestrutura e serviços urbanos,Serviços urbanos,Domicílios sem abastecimento de água da rede geral,sim,Total de domicílios,Porcentagem em relação ao total de domicílios,Total,"Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição",https://georedus.github.io/metadata/cem/cn22/cn22_ser02_sagu_tot_dom_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_ser02_sagu_tot_dom_2.md
97,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_servicos,schemeRdPu,ser_agu_mor_sex_fem_pct,cn22_ser02_sagu_sex_f_2,,ser_agu_dom_tot_dom_pct,cn22_ser02_sagu_tot_dom_2,,cem_censo_2022,2022,Infraestrutura e serviços urbanos / 2022 / Serviços urbanos,Infraestrutura e serviços urbanos,Serviços urbanos,Domicílios sem abastecimento de água da rede geral,,Mulheres,Porcentagem em relação ao total de mulheres nos domicílios,Sexo,"Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Pessoas de sexo feminino no domicílio",https://georedus.github.io/metadata/cem/cn22/cn22_ser02_sagu_tot_dom_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_ser02_sagu_tot_dom_2.md
98,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_servicos,schemeRdPu,ser_agu_mor_sex_mas_pct,cn22_ser02_sagu_sex_m_2,,ser_agu_dom_tot_dom_pct,cn22_ser02_sagu_tot_dom_2,,cem_censo_2022,2022,Infraestrutura e serviços urbanos / 2022 / Serviços urbanos,Infraestrutura e serviços urbanos,Serviços urbanos,Domicílios sem abastecimento de água da rede geral,,Homens,Porcentagem em relação ao total de homens nos domicílios,Sexo,"Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Pessoas de sexo masculino no domicílio",https://georedus.github.io/metadata/cem/cn22/cn22_ser02_sagu_tot_dom_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_ser02_sagu_tot_dom_2.md
99,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_servicos,schemeRdPu,ser_agu_mor_tot_dom_pct,cn22_ser02_sagu_tot_mor_2,,ser_agu_dom_tot_dom_pct,cn22_ser02_sagu_tot_dom_2,,cem_censo_2022,2022,Infraestrutura e serviços urbanos / 2022 / Serviços urbanos,Infraestrutura e serviços urbanos,Serviços urbanos,Domicílios sem abastecimento de água da rede geral,,Total de moradores,Porcentagem em relação ao total de moradores,Total,"Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Quantidade de moradores",https://georedus.github.io/metadata/cem/cn22/cn22_ser02_sagu_tot_dom_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_ser02_sagu_tot_dom_2.md
100,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_servicos,schemeRdPu,ser_esg_dom_tot_dom_pct,cn22_ser02_sesg_tot_dom_2,,ser_esg_dom_tot_dom_pct,cn22_ser02_sesg_tot_dom_2,,cem_censo_2022,2022,Infraestrutura e serviços urbanos / 2022 / Serviços urbanos,Infraestrutura e serviços urbanos,Serviços urbanos,Domicílios sem destinação do esgoto por rede geral ou pluvial,sim,Total de domicílios,Porcentagem em relação ao total de domicílios,Total,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial",https://georedus.github.io/metadata/cem/cn22/cn22_ser02_sesg_tot_dom_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_ser02_sesg_tot_dom_2.md
101,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_servicos,schemeRdPu,ser_esg_mor_sex_fem_pct,cn22_ser02_sesg_sex_f_2,,ser_esg_dom_tot_dom_pct,cn22_ser02_sesg_tot_dom_2,,cem_censo_2022,2022,Infraestrutura e serviços urbanos / 2022 / Serviços urbanos,Infraestrutura e serviços urbanos,Serviços urbanos,Domicílios sem destinação do esgoto por rede geral ou pluvial,,Mulheres,Porcentagem em relação ao total de mulheres nos domicílios,Sexo,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Pessoas de sexo feminino no domicílio",https://georedus.github.io/metadata/cem/cn22/cn22_ser02_sesg_tot_dom_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_ser02_sesg_tot_dom_2.md
102,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_servicos,schemeRdPu,ser_esg_mor_tot_dom_pct,cn22_ser02_sesg_tot_mor_2,,ser_esg_dom_tot_dom_pct,cn22_ser02_sesg_tot_dom_2,,cem_censo_2022,2022,Infraestrutura e serviços urbanos / 2022 / Serviços urbanos,Infraestrutura e serviços urbanos,Serviços urbanos,Domicílios sem destinação do esgoto por rede geral ou pluvial,,Total de moradores,Porcentagem em relação ao total de moradores,Total,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Quantidade de moradores",https://georedus.github.io/metadata/cem/cn22/cn22_ser02_sesg_tot_dom_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_ser02_sesg_tot_dom_2.md
103,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_servicos,schemeRdPu,ser_esg_mor_sex_mas_pct,cn22_ser02_sesg_sex_m_2,,ser_esg_dom_tot_dom_pct,cn22_ser02_sesg_tot_dom_2,,cem_censo_2022,2022,Infraestrutura e serviços urbanos / 2022 / Serviços urbanos,Infraestrutura e serviços urbanos,Serviços urbanos,Domicílios sem destinação do esgoto por rede geral ou pluvial,,Homens,Porcentagem em relação ao total de homens nos domicílios,Sexo,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Pessoas de sexo masculino no domicílio OU Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Pessoas de sexo masculino no domicílio",https://georedus.github.io/metadata/cem/cn22/cn22_ser02_sesg_tot_dom_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_ser02_sesg_tot_dom_2.md
104,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_servicos,schemeRdPu,ser_lix_dom_tot_dom_pct,cn22_ser01_slix_tot_dom_2,,ser_lix_dom_tot_dom_pct,cn22_ser01_slix_tot_dom_2,,cem_censo_2022,2022,Infraestrutura e serviços urbanos / 2022 / Serviços urbanos,Infraestrutura e serviços urbanos,Serviços urbanos,Domicílios sem coleta de lixo,sim,Total de domicílios,Porcentagem em relação ao total de domicílios,Total,"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza E Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza",https://georedus.github.io/metadata/cem/cn22/cn22_ser01_slix_tot_dom_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_ser01_slix_tot_dom_2.md
105,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_servicos,schemeRdPu,ser_lix_mor_sex_fem_pct,cn22_ser01_slix_sex_f_2,,ser_lix_dom_tot_dom_pct,cn22_ser01_slix_tot_dom_2,,cem_censo_2022,2022,Infraestrutura e serviços urbanos / 2022 / Serviços urbanos,Infraestrutura e serviços urbanos,Serviços urbanos,Domicílios sem coleta de lixo,,Mulheres,Porcentagem em relação ao total de mulheres nos domicílios,Sexo,"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Pessoas de sexo feminino no domicílio E Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Pessoas de sexo feminino no domicílio",https://georedus.github.io/metadata/cem/cn22/cn22_ser01_slix_tot_dom_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_ser01_slix_tot_dom_2.md
106,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_servicos,schemeRdPu,ser_lix_mor_sex_mas_pct,cn22_ser01_slix_sex_m_2,,ser_lix_dom_tot_dom_pct,cn22_ser01_slix_tot_dom_2,,cem_censo_2022,2022,Infraestrutura e serviços urbanos / 2022 / Serviços urbanos,Infraestrutura e serviços urbanos,Serviços urbanos,Domicílios sem coleta de lixo,,Homens,Porcentagem em relação ao total de homens nos domicílios,Sexo,"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Pessoas de sexo masculino no domicílio E Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Pessoas de sexo masculino no domicílio",https://georedus.github.io/metadata/cem/cn22/cn22_ser01_slix_tot_dom_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_ser01_slix_tot_dom_2.md
107,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_servicos,schemeRdPu,ser_lix_mor_tot_dom_pct,cn22_ser01_slix_tot_mor_2,,ser_lix_dom_tot_dom_pct,cn22_ser01_slix_tot_dom_2,,cem_censo_2022,2022,Infraestrutura e serviços urbanos / 2022 / Serviços urbanos,Infraestrutura e serviços urbanos,Serviços urbanos,Domicílios sem coleta de lixo,,Total de moradores,Porcentagem em relação ao total de moradores,Total,"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Quantidade de moradores E Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Quantidade de moradores",https://georedus.github.io/metadata/cem/cn22/cn22_ser01_slix_tot_dom_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_ser01_slix_tot_dom_2.md
108,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_renda,schemeRdPu,renda_responsavel,cn22_pop05_rsp_tot_0,,renda_responsavel,cn22_pop05_rsp_tot_0,salario-minimo(1212),cem_censo_2022,2022,População e domicílios / 2022 / Renda,População e domicílios,Renda,Renda das pessoas responsáveis,,Renda das pessoas responsáveis,Renda média mensal das pessoas responsáveis,Total,Valor do rendimento nominal médio mensal das pessoas responsáveis com rendimentos por domicílios particulares permanentes ocupados,https://georedus.github.io/metadata/cem/cn22/cn22_pop05_rsp_tot_0/metadata.md,
109,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,cn22_pop06_alf2_tot_2,cn22_pop06_alf2_tot_2,,cn22_pop06_alf2_tot_2,cn22_pop06_alf2_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 15 a 19 anos de idade,sim,Total de pessoas alfabetizadas,Porcentagem em relação ao total de pessoas residentes com idade de 15 a 19 anos,Total,15 a 19 anos,https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf2_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf2_tot_2.md
110,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop06_alf2_cor_ama_2,,cn22_pop06_alf2_tot_2,cn22_pop06_alf2_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 15 a 19 anos de idade,,Pessoas amarelas,Porcentagem em relação ao total de pessoas residentes de cor ou raça amarela com idade de 15 a 19 anos,Cor (ou raça),"15 a 19 anos, Cor ou raça é amarela",https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf2_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf2_tot_2.md
111,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop06_alf2_cor_bra_2,,cn22_pop06_alf2_tot_2,cn22_pop06_alf2_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 15 a 19 anos de idade,,Pessoas brancas,Porcentagem em relação ao total de pessoas residentes de cor ou raça branca com idade de 15 a 19 anos,Cor (ou raça),"15 a 19 anos, Cor ou raça é branca",https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf2_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf2_tot_2.md
112,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop06_alf2_cor_ind_2,,cn22_pop06_alf2_tot_2,cn22_pop06_alf2_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 15 a 19 anos de idade,,Pessoas indígenas,Porcentagem em relação ao total de pessoas residentes de cor ou raça indígena com idade de 15 a 19 anos,Cor (ou raça),"15 a 19 anos, Cor ou raça é indígena",https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf2_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf2_tot_2.md
113,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop06_alf2_cor_neg_2,,cn22_pop06_alf2_tot_2,cn22_pop06_alf2_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 15 a 19 anos de idade,,Pessoas negras,Porcentagem em relação ao total de pessoas residentes de cor ou raça negra com idade de 15 a 19 anos,Cor (ou raça),"15 a 19 anos, Cor ou raça é preta ou parda",https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf2_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf2_tot_2.md
114,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop06_alf2_sex_f_2,,cn22_pop06_alf2_tot_2,cn22_pop06_alf2_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 15 a 19 anos de idade,,Mulheres,Porcentagem em relação ao total de pessoas residentes do sexo feminino com idade de 15 a 19 anos,Sexo,"Sexo feminino, 15 a 19 anos",https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf2_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf2_tot_2.md
115,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop06_alf2_sex_m_2,,cn22_pop06_alf2_tot_2,cn22_pop06_alf2_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 15 a 19 anos de idade,,Homens,Porcentagem em relação ao total de pessoas residentes do sexo masculino com idade de 15 a 19 anos,Sexo,"Sexo masculino, 15 a 19 anos",https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf2_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf2_tot_2.md
116,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,cn22_pop06_alf3_tot_2,cn22_pop06_alf3_tot_2,,cn22_pop06_alf3_tot_2,cn22_pop06_alf3_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 20 a 59 anos de idade,sim,Total de pessoas alfabetizadas,Porcentagem em relação ao total de pessoas residentes com idade de 20 a 59 anos,Total,20 a 59 anos,https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf3_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf3_tot_2.md
117,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop06_alf3_cor_ama_2,,cn22_pop06_alf3_tot_2,cn22_pop06_alf3_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 20 a 59 anos de idade,,Pessoas amarelas,Porcentagem em relação ao total de pessoas residentes de cor ou raça amarela com idade de 20 a 59 anos,Cor (ou raça),"20 a 59, Cor ou raça é amarela",https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf3_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf3_tot_2.md
118,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop06_alf3_cor_bra_2,,cn22_pop06_alf3_tot_2,cn22_pop06_alf3_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 20 a 59 anos de idade,,Pessoas brancas,Porcentagem em relação ao total de pessoas residentes de cor ou raça branca com idade de 20 a 59 anos,Cor (ou raça),"20 a 59, Cor ou raça é branca",https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf3_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf3_tot_2.md
119,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop06_alf3_cor_ind_2,,cn22_pop06_alf3_tot_2,cn22_pop06_alf3_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 20 a 59 anos de idade,,Pessoas indígenas,Porcentagem em relação ao total de pessoas residentes de cor ou raça indígena com idade de 20 a 59 anos,Cor (ou raça),"20 a 59, Cor ou raça é indígena",https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf3_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf3_tot_2.md
120,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop06_alf3_cor_neg_2,,cn22_pop06_alf3_tot_2,cn22_pop06_alf3_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 20 a 59 anos de idade,,Pessoas negras,Porcentagem em relação ao total de pessoas residentes de cor ou raça negra com idade de 20 a 59 anos,Cor (ou raça),"20 a 59, Cor ou raça é preta ou parda",https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf3_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf3_tot_2.md
121,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop06_alf3_sex_f_2,,cn22_pop06_alf3_tot_2,cn22_pop06_alf3_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 20 a 59 anos de idade,,Mulheres,Porcentagem em relação ao total de pessoas residentes do sexo feminino com idade de 20 a 59 anos,Sexo,"Sexo feminino, 20 a 59 anos",https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf3_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf3_tot_2.md
122,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop06_alf3_sex_m_2,,cn22_pop06_alf3_tot_2,cn22_pop06_alf3_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 20 a 59 anos de idade,,Homens,Porcentagem em relação ao total de pessoas residentes do sexo masculino com idade de 20 a 59 anos,Sexo,"Sexo masculino, 20 a 59 anos",https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf3_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf3_tot_2.md
123,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,cn22_pop06_alf4_tot_2,cn22_pop06_alf4_tot_2,,cn22_pop06_alf4_tot_2,cn22_pop06_alf4_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 60 ou mais anos de idade,sim,Total de pessoas alfabetizadas,Porcentagem em relação ao total de pessoas residentes com idade superior a 60 anos,Total,60 anos ou mais,https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf4_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf4_tot_2.md
124,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop06_alf4_cor_ama_2,,cn22_pop06_alf4_tot_2,cn22_pop06_alf4_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 60 ou mais anos de idade,,Pessoas amarelas,Porcentagem em relação ao total de pessoas residentes de cor ou raça amarela com idade superior a 60 anos,Cor (ou raça),"60 anos ou mais, Cor ou raça é amarela",https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf4_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf4_tot_2.md
125,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop06_alf4_cor_bra_2,,cn22_pop06_alf4_tot_2,cn22_pop06_alf4_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 60 ou mais anos de idade,,Pessoas brancas,Porcentagem em relação ao total de pessoas residentes de cor ou raça branca com idade superior a 60 anos,Cor (ou raça),"60 anos ou mais, Cor ou raça é branca",https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf4_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf4_tot_2.md
126,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop06_alf4_cor_ind_2,,cn22_pop06_alf4_tot_2,cn22_pop06_alf4_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 60 ou mais anos de idade,,Pessoas indígenas,Porcentagem em relação ao total de pessoas residentes de cor ou raça indígena com idade superior a 60 anos,Cor (ou raça),"60 anos ou mais, Cor ou raça é indígena",https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf4_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf4_tot_2.md
127,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop06_alf4_cor_neg_2,,cn22_pop06_alf4_tot_2,cn22_pop06_alf4_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 60 ou mais anos de idade,,Pessoas negras,Porcentagem em relação ao total de pessoas residentes de cor ou raça negra com idade superior a 60 anos,Cor (ou raça),"60 anos ou mais, Cor ou raça é preta ou parda",https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf4_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf4_tot_2.md
128,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop06_alf4_sex_f_2,,cn22_pop06_alf4_tot_2,cn22_pop06_alf4_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 60 ou mais anos de idade,,Mulheres,Porcentagem em relação ao total de pessoas residentes do sexo feminino com idade superior a 60 anos,Sexo,"Sexo feminino, 60 ou mais anos",https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf4_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf4_tot_2.md
129,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop06_alf4_sex_m_2,,cn22_pop06_alf4_tot_2,cn22_pop06_alf4_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Alfabetização,População e domicílios,Alfabetização,Pessoas de 60 ou mais anos de idade,,Homens,Porcentagem em relação ao total de pessoas residentes do sexo masculino com idade superior a 60 anos,Sexo,"Sexo masculino, 60 ou mais anos",https://georedus.github.io/metadata/cem/cn22/cn22_pop06_alf4_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop06_alf4_tot_2.md
