id_municipio
1100809
1100205
1303569
1302603
1302504
1303205
1301852
1301159
1300300
1301902
1302553
1303536
1304005
1301100
1302009
1502400
1501303
1500800
1501501
1501402
1504422
1506500
1506351
1600600
1600402
1600303
1707553
1721109
1703701
1703107
1701101
1721000
1720655
1715507
1709807
1713304
1718451
1718204
1716109
1713205
1712009
1713601
2107506
2109205
2109601
2110203
2111201
2100204
2105104
2101251
2107100
2109452
2111300
2102374
2101103
2105989
2105500
2109007
2111052
2111763
2112852
2109551
2110856
2111532
2111805
2100055
2100600
2102358
2102556
2102804
2103257
2103752
2104057
2104552
2105302
2105427
2107001
2205508
2205557
2205581
2206308
2202737
2203255
2211001
2206407
2206720
2112209
2200400
2201606
2211100
2203305
2303709
2313500
2304954
2305233
2306256
2301000
2303501
2304285
2304400
2307650
2307700
2309607
2309706
2310209
2310258
2310852
2312403
2312601
2303956
2401206
2412203
2404606
2407104
2408201
2412005
2401701
2408102
2407807
2407500
2404200
2403608
2403251
2402600
2414803
2512903
2508604
2500601
2501807
2513703
2511905
2511202
2507507
2504900
2504603
2503209
2503001
2600054
2609600
2609402
2607901
2607752
2607604
2606804
2603454
2602902
2613701
2611606
2610707
2607208
2601052
2700607
2708907
2702207
2707701
2706448
2705507
2705200
2704708
2704302
2700409
2700508
2706901
2707909
2800605
2800308
2806701
2804805
2929503
2929206
2905701
2916104
2933208
2930709
2927408
2925204
2906501
2921005
2919926
2919207
2910057
3165537
3126000
3156700
3133709
3134608
3136603
3140159
3144805
3106705
3110004
3149309
3105004
3106200
3109006
3112505
3117876
3118601
3162922
3162955
3168309
3171204
3124104
3153905
3154606
3154804
3155306
3157807
3129806
3130101
3132206
3136652
3137601
3140704
3141108
3126406
3131901
3147105
3106408
3108107
3142304
3105400
3107703
3161908
3163102
3153608
3167202
3157203
3127206
3131000
3133808
3205101
3201308
3202207
3205309
3205002
3205200
3202405
3301702
3302270
3302007
3305752
3302502
3302700
3302858
3303203
3303302
3303500
3303609
3303906
3304144
3304300
3304557
3304904
3305109
3305554
3300456
3300803
3301900
3301850
3539806
3545001
3546801
3506607
3503901
3550308
3552502
3515707
3523107
3518800
3518305
3530607
3516309
3528502
3509007
3509205
3516408
3547304
3522505
3510609
3505708
3534401
3525003
3539103
3544103
3529401
3513801
3543303
3548807
3547809
3548708
3513009
3526209
3515103
3552809
3515004
3556453
3522208
3549953
3531100
3518701
3522109
3548500
3513504
3537602
3541000
3551009
3506359
3520509
3519071
3523404
3531803
3501608
3503802
3556206
3556701
3509502
3512803
3532009
3533403
3536505
3537107
3545803
3548005
3552403
3515152
3519055
3524709
4101804
4102307
4103107
4104006
4104105
4104204
4104253
4105201
4105805
4106209
4106902
4111258
4119152
4120804
4121208
4122206
4122305
4100301
4125506
4100202
4100400
4107652
4113205
4114302
4119103
4119509
4127601
4127882
4128633
4211900
4200606
4201208
4202305
4215703
4216602
4217253
4205407
4206009
4200705
4200903
4201109
4214300
4216305
4218004
4205704
4211504
4212304
4215901
4203709
4210209
4209805
4322004
4323002
4313409
4300604
4300877
4301107
4303103
4303905
4304606
4304689
4305355
4306403
4306767
4307609
4307708
4309050
4309209
4309308
4310108
4310801
4312401
4313060
4314050
4314803
4314902
4316006
4317608
4318408
4318705
4319505
4319901
4320008
4321204
4313375
5100102
5103403
5107800
5108402
5103007
5106109
5107701
5106208
5106505
5106455
5105903
5104906
5101605
5201405
5221403
5204557
5205208
5208400
5208707
5208806
5209200
5209705
5210000
5214507
5215009
5219738
5220454
5221197
5200050
5203302
5203559
5203609
5219100
5201801
3109303
3104502
5200100
5200175
5200258
5200605
5200803
5203203
5205513
5205802
5207907
5208004
5208608
5212501
5213053
5214606
5215231
5215603
5219753
5220009
5220686
5222302
5200308
5204003
5205307
5205497
5206206
5217302
5217609
5221858
5222203
5300108
3170404
3109451
1200401
5002704
1400100
