ordering,keywords,collection_id,source_table_id,variable_id,indicator_id,preset,year,indicator_path,Tema,indicator_label,Subtema,variant_label,variant_path,_measure_unit_prev,measure_unit,is_default_variable,description,metodology
1,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_abs,cod_uf,,cem_censo_2010_2022,2010,Básico / 2010 / Características do setor,Básico,,Características do setor,,,,,,Código da Unidade da Federação,
2,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_abs,cod_bairro,,cem_censo_2010_2022,2010,Básico / 2010 / Características do setor,Básico,,Características do setor,,,,,,Código de bairro,
3,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_abs,situacao_setor,,cem_censo_2010_2022,2010,Básico / 2010 / Características do setor,Básico,,Características do setor,,,,,,Código de situação do setor,
4,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_abs,cod_distrito,,cem_censo_2010_2022,2010,Básico / 2010 / Características do setor,Básico,,Características do setor,,,,,,Código do distrito,
5,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_abs,cod_municipio,,cem_censo_2010_2022,2010,Básico / 2010 / Características do setor,Básico,,Características do setor,,,,,,Código do município,
6,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_abs,cod_setor,,cem_censo_2010_2022,2010,Básico / 2010 / Características do setor,Básico,,Características do setor,,,,,,Código do setor,
7,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_abs,cod_subdistrito,,cem_censo_2010_2022,2010,Básico / 2010 / Características do setor,Básico,,Características do setor,,,,,,Código do subdistrito,
8,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_abs,nome_uf,,cem_censo_2010_2022,2010,Básico / 2010 / Características do setor,Básico,,Características do setor,,,,,,Nome da Unidade da Federação,
9,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_abs,nome_bairro,,cem_censo_2010_2022,2010,Básico / 2010 / Características do setor,Básico,,Características do setor,,,,,,Nome do bairro,
10,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_abs,nome_distrito,,cem_censo_2010_2022,2010,Básico / 2010 / Características do setor,Básico,,Características do setor,,,,,,Nome do distrito,
11,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_abs,nome_municipio,,cem_censo_2010_2022,2010,Básico / 2010 / Características do setor,Básico,,Características do setor,,,,,,Nome do município,
12,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_abs,nome_subdistrito,,cem_censo_2010_2022,2010,Básico / 2010 / Características do setor,Básico,,Características do setor,,,,,,Nome do subdistrito,
13,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_sex_0_4_mas_pct,pop_bas_mor_tot_0_4_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 0 a 4 anos de idade,População por faixa etária,Homens,Sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Homens de 0 a 4 anos de idade,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_0_4_pct.md
14,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_sex_0_4_fem_pct,pop_bas_mor_tot_0_4_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 0 a 4 anos de idade,População por faixa etária,Mulheres,Sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Mulheres de 0 a 4 anos de idade,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_0_4_pct.md
15,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_tot_0_4_pct,pop_bas_mor_tot_0_4_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 0 a 4 anos de idade,População por faixa etária,Total de residentes,Total,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,sim,Pessoas de 0 a 4 anos de idade,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_0_4_pct.md
16,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_0_4_ama_pct,pop_bas_mor_tot_0_4_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 0 a 4 anos de idade,População por faixa etária,Pessoas amarelas,Cor dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 0 a 4 anos de idade - amarela,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_0_4_pct.md
17,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_0_4_bra_pct,pop_bas_mor_tot_0_4_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 0 a 4 anos de idade,População por faixa etária,Pessoas brancas,Cor dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 0 a 4 anos de idade - branca,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_0_4_pct.md
18,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_0_4_ind_pct,pop_bas_mor_tot_0_4_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 0 a 4 anos de idade,População por faixa etária,Pessoas indígenas,Cor dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 0 a 4 anos de idade - indígena,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_0_4_pct.md
19,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_0_4_neg_pct,pop_bas_mor_tot_0_4_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 0 a 4 anos de idade,População por faixa etária,Pessoas negras,Cor dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 0 a 4 anos de idade - preta ou parda,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_0_4_pct.md
20,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_sex_5_9_mas_pct,pop_bas_mor_tot_5_9_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 5 a 9 anos de idade,População por faixa etária,Homens,Sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Homens de 5 a 9 anos de idade,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_5_9_pct.md
21,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_sex_5_9_fem_pct,pop_bas_mor_tot_5_9_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 5 a 9 anos de idade,População por faixa etária,Mulheres,Sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Mulheres de 5 a 9 anos de idade,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_5_9_pct.md
22,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_tot_5_9_pct,pop_bas_mor_tot_5_9_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 5 a 9 anos de idade,População por faixa etária,Total de residentes,Total,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,sim,Pessoas de 5 a 9 anos de idade,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_5_9_pct.md
23,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_5_9_ama_pct,pop_bas_mor_tot_5_9_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 5 a 9 anos de idade,População por faixa etária,Pessoas amarelas,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 5 a 9 anos de idade - amarela,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_5_9_pct.md
24,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_5_9_ama_fem_pct,pop_bas_mor_tot_5_9_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 5 a 9 anos de idade,População por faixa etária,Mulheres amarelas,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 5 a 9 anos de idade - amarela e sexo feminino,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_5_9_pct.md
25,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_5_9_ama_mas_pct,pop_bas_mor_tot_5_9_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 5 a 9 anos de idade,População por faixa etária,Homens amarelos,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 5 a 9 anos de idade - amarela e sexo masculino,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_5_9_pct.md
26,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_5_9_bra_pct,pop_bas_mor_tot_5_9_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 5 a 9 anos de idade,População por faixa etária,Pessoas brancas,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 5 a 9 anos de idade - branca,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_5_9_pct.md
27,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_5_9_bra_fem_pct,pop_bas_mor_tot_5_9_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 5 a 9 anos de idade,População por faixa etária,Mulheres brancas,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 5 a 9 anos de idade - branca e sexo feminino,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_5_9_pct.md
28,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_5_9_bra_mas_pct,pop_bas_mor_tot_5_9_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 5 a 9 anos de idade,População por faixa etária,Homens brancos,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 5 a 9 anos de idade - branca e sexo masculino,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_5_9_pct.md
29,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_5_9_ind_pct,pop_bas_mor_tot_5_9_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 5 a 9 anos de idade,População por faixa etária,Pessoas indígenas,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 5 a 9 anos de idade - indígena,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_5_9_pct.md
30,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_5_9_ind_fem_pct,pop_bas_mor_tot_5_9_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 5 a 9 anos de idade,População por faixa etária,Mulheres indígenas,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 5 a 9 anos de idade - indígena e sexo feminino,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_5_9_pct.md
31,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_5_9_ind_mas_pct,pop_bas_mor_tot_5_9_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 5 a 9 anos de idade,População por faixa etária,Homens indígenas,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 5 a 9 anos de idade - indígena e sexo masculino,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_5_9_pct.md
32,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_5_9_neg_pct,pop_bas_mor_tot_5_9_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 5 a 9 anos de idade,População por faixa etária,Pessoas negras,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 5 a 9 anos de idade - preta ou parda,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_5_9_pct.md
33,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_5_9_neg_fem_pct,pop_bas_mor_tot_5_9_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 5 a 9 anos de idade,População por faixa etária,Mulheres negras,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 5 a 9 anos de idade - preta ou parda e sexo feminino,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_5_9_pct.md
34,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_5_9_neg_mas_pct,pop_bas_mor_tot_5_9_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 5 a 9 anos de idade,População por faixa etária,Homens negros,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 5 a 9 anos de idade - preta ou parda e sexo masculino,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_5_9_pct.md
35,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_sex_10_14_mas_pct,pop_bas_mor_tot_10_14_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 a 14 anos de idade,População por faixa etária,Homens,Sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Homens de 10 a 14 anos de idade,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_10_14_pct.md
36,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_sex_10_14_fem_pct,pop_bas_mor_tot_10_14_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 a 14 anos de idade,População por faixa etária,Mulheres,Sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Mulheres de 10 a 14 anos de idade,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_10_14_pct.md
37,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_tot_10_14_pct,pop_bas_mor_tot_10_14_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 a 14 anos de idade,População por faixa etária,Total de residentes,Total,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,sim,Pessoas de 10 a 14 anos de idade,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_10_14_pct.md
38,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_10_14_ama_pct,pop_bas_mor_tot_10_14_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 a 14 anos de idade,População por faixa etária,Pessoas amarelas,Cor dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 10 a 14 anos de idade - amarela,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_10_14_pct.md
39,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_10_14_ama_fem_pct,pop_bas_mor_tot_10_14_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 a 14 anos de idade,População por faixa etária,Mulheres amarelas,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 10 a 14 anos de idade - amarela e sexo feminino,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_10_14_pct.md
40,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_10_14_ama_mas_pct,pop_bas_mor_tot_10_14_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 a 14 anos de idade,População por faixa etária,Homens amarelos,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 10 a 14 anos de idade - amarela e sexo masculino,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_10_14_pct.md
41,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_10_14_bra_pct,pop_bas_mor_tot_10_14_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 a 14 anos de idade,População por faixa etária,Pessoas brancas,Cor dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 10 a 14 anos de idade - branca,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_10_14_pct.md
42,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_10_14_bra_fem_pct,pop_bas_mor_tot_10_14_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 a 14 anos de idade,População por faixa etária,Mulheres brancas,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 10 a 14 anos de idade - branca e sexo feminino,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_10_14_pct.md
43,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_10_14_bra_mas_pct,pop_bas_mor_tot_10_14_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 a 14 anos de idade,População por faixa etária,Homens brancos,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 10 a 14 anos de idade - branca e sexo masculino,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_10_14_pct.md
44,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_10_14_ind_pct,pop_bas_mor_tot_10_14_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 a 14 anos de idade,População por faixa etária,Pessoas indígenas,Cor dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 10 a 14 anos de idade - indígena,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_10_14_pct.md
45,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_10_14_ind_fem_pct,pop_bas_mor_tot_10_14_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 a 14 anos de idade,População por faixa etária,Mulheres indígenas,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 10 a 14 anos de idade - indígena e sexo feminino,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_10_14_pct.md
46,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_10_14_ind_mas_pct,pop_bas_mor_tot_10_14_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 a 14 anos de idade,População por faixa etária,Homens indígenas,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 10 a 14 anos de idade - indígena e sexo masculino,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_10_14_pct.md
47,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_10_14_neg_pct,pop_bas_mor_tot_10_14_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 a 14 anos de idade,População por faixa etária,Pessoas negras,Cor dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 10 a 14 anos de idade - preta ou parda,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_10_14_pct.md
48,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_10_14_neg_fem_pct,pop_bas_mor_tot_10_14_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 a 14 anos de idade,População por faixa etária,Mulheres negras,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 10 a 14 anos de idade - preta ou parda e sexo feminino,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_10_14_pct.md
49,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_10_14_neg_mas_pct,pop_bas_mor_tot_10_14_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 a 14 anos de idade,População por faixa etária,Homens negros,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 10 a 14 anos de idade - preta ou parda e sexo masculino,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_10_14_pct.md
50,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_sex_15_19_mas_pct,pop_bas_mor_tot_15_19_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 15 a 19 anos de idade,População por faixa etária,Homens,Sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Homens de 15 a 19 anos de idade,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_15_19_pct.md
51,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_sex_15_19_fem_pct,pop_bas_mor_tot_15_19_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 15 a 19 anos de idade,População por faixa etária,Mulheres,Sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Mulheres de 15 a 19 anos de idade,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_15_19_pct.md
52,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_tot_15_19_pct,pop_bas_mor_tot_15_19_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 15 a 19 anos de idade,População por faixa etária,Total de residentes,Total,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,sim,Pessoas de 15 a 19 anos de idade,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_15_19_pct.md
53,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_15_19_ama_pct,pop_bas_mor_tot_15_19_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 15 a 19 anos de idade,População por faixa etária,Pessoas amarelas,Cor dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 15 a 19 anos de idade - amarela,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_15_19_pct.md
54,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_15_19_ama_fem_pct,pop_bas_mor_tot_15_19_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 15 a 19 anos de idade,População por faixa etária,Mulheres amarelas,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 15 a 19 anos de idade - amarela e sexo feminino,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_15_19_pct.md
55,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_15_19_ama_mas_pct,pop_bas_mor_tot_15_19_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 15 a 19 anos de idade,População por faixa etária,Homens amarelos,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas de 15 a 19 anos de idade - amarela e sexo masculino,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_bas_mor_tot_15_19_pct.md
