ordering,keywords,collection_id,source_table_id,variable_id,indicator_id,preset,year,indicator_path,Tema,indicator_label,Subtema,variant_label,variant_path,_measure_unit_prev,measure_unit,is_default_variable,description,metodology
110,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_sex_10anos_3sm_fem_pct,pop_ren_mor_tot_10anos_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 ou mais anos de idade,População por faixa etária,Mulheres de 2 a 3 salários mínimos,Renda e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Mulheres de 10 anos ou mais de idade com rendimento nominal mensal de mais de 2 a 3 salários mínimos,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_ren_mor_tot_10anos_pct.md
111,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_sex_10anos_20msm_fem_pct,pop_ren_mor_tot_10anos_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 ou mais anos de idade,População por faixa etária,Mulheres de mais de 20 salários mínimos,Renda e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Mulheres de 10 anos ou mais de idade com rendimento nominal mensal de mais de 20 salários mínimos,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_ren_mor_tot_10anos_pct.md
112,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_sex_10anos_5sm_fem_pct,pop_ren_mor_tot_10anos_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 ou mais anos de idade,População por faixa etária,Mulheres de 3 a 5 salários mínimos,Renda e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Mulheres de 10 anos ou mais de idade com rendimento nominal mensal de mais de 3 a 5 salários mínimos,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_ren_mor_tot_10anos_pct.md
113,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_sex_10anos_10sm_fem_pct,pop_ren_mor_tot_10anos_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 ou mais anos de idade,População por faixa etária,Mulheres de 5 a 10 salários mínimos,Renda e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Mulheres de 10 anos ou mais de idade com rendimento nominal mensal de mais de 5 a 10 salários mínimos,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_ren_mor_tot_10anos_pct.md
114,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_sex_10anos_0sm_fem_pct,pop_ren_mor_tot_10anos_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 ou mais anos de idade,População por faixa etária,Mulheres sem rendimento,Renda e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Mulheres de 10 anos ou mais de idade sem rendimento nominal mensal,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_ren_mor_tot_10anos_pct.md
115,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_tot_10anos_pct,pop_ren_mor_tot_10anos_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 ou mais anos de idade,População por faixa etária,Total de residentes,Total,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,sim,Pessoas de 10 anos ou mais de idade,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_ren_mor_tot_10anos_pct.md
116,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_10anos_meiosm_pct,pop_ren_mor_tot_10anos_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 ou mais anos de idade,População por faixa etária,Até 1/2 salário mínimo,Renda dos residentes,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,% em relação ao total de pessoas com 10 ou mais anos de idade,,Pessoas de 10 anos ou mais de idade com rendimento nominal mensal de até ½ salário mínimo,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_ren_mor_tot_10anos_pct.md
117,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_10anos_2sm_pct,pop_ren_mor_tot_10anos_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 ou mais anos de idade,População por faixa etária,1 a 2 salários mínimos,Renda dos residentes,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,% em relação ao total de pessoas com 10 ou mais anos de idade,,Pessoas de 10 anos ou mais de idade com rendimento nominal mensal de mais de 1 a 2 salários mínimos,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_ren_mor_tot_10anos_pct.md
118,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_10anos_1sm_pct,pop_ren_mor_tot_10anos_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 ou mais anos de idade,População por faixa etária,1/2 a 1 salário mínimo,Renda dos residentes,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,% em relação ao total de pessoas com 10 ou mais anos de idade,,Pessoas de 10 anos ou mais de idade com rendimento nominal mensal de mais de ½ a 1 salário mínimo,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_ren_mor_tot_10anos_pct.md
119,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_10anos_15sm_pct,pop_ren_mor_tot_10anos_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 ou mais anos de idade,População por faixa etária,10 a 15 salários mínimos,Renda dos residentes,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,% em relação ao total de pessoas com 10 ou mais anos de idade,,Pessoas de 10 anos ou mais de idade com rendimento nominal mensal de mais de 10 a 15 salários mínimos,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_ren_mor_tot_10anos_pct.md
120,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_10anos_20sm_pct,pop_ren_mor_tot_10anos_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 ou mais anos de idade,População por faixa etária,15 a 20 salários mínimos,Renda dos residentes,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,% em relação ao total de pessoas com 10 ou mais anos de idade,,Pessoas de 10 anos ou mais de idade com rendimento nominal mensal de mais de 15 a 20 salários mínimos,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_ren_mor_tot_10anos_pct.md
121,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_10anos_3sm_pct,pop_ren_mor_tot_10anos_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 ou mais anos de idade,População por faixa etária,2 a 3 salários mínimos,Renda dos residentes,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,% em relação ao total de pessoas com 10 ou mais anos de idade,,Pessoas de 10 anos ou mais de idade com rendimento nominal mensal de mais de 2 a 3 salários mínimos,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_ren_mor_tot_10anos_pct.md
122,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_10anos_20msm_pct,pop_ren_mor_tot_10anos_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 ou mais anos de idade,População por faixa etária,Mais de 20 salários mínimos,Renda dos residentes,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,% em relação ao total de pessoas com 10 ou mais anos de idade,,Pessoas de 10 anos ou mais de idade com rendimento nominal mensal de mais de 20 salários mínimos,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_ren_mor_tot_10anos_pct.md
123,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_10anos_5sm_pct,pop_ren_mor_tot_10anos_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 ou mais anos de idade,População por faixa etária,3 a 5 salários mínimos,Renda dos residentes,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,% em relação ao total de pessoas com 10 ou mais anos de idade,,Pessoas de 10 anos ou mais de idade com rendimento nominal mensal de mais de 3 a 5 salários mínimos,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_ren_mor_tot_10anos_pct.md
124,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_10anos_10sm_pct,pop_ren_mor_tot_10anos_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 ou mais anos de idade,População por faixa etária,5 a 10 salários mínimos,Renda dos residentes,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,% em relação ao total de pessoas com 10 ou mais anos de idade,,Pessoas de 10 anos ou mais de idade com rendimento nominal mensal de mais de 5 a 10 salários mínimos,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_ren_mor_tot_10anos_pct.md
125,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_10anos_0sm_pct,pop_ren_mor_tot_10anos_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / População por faixa etária,População e domicílios,Pessoas de 10 ou mais anos de idade,População por faixa etária,Sem rendimento,Renda dos residentes,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,% em relação ao total de pessoas com 10 ou mais anos de idade,,Pessoas de 10 anos ou mais de idade sem rendimento nominal mensal,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pop_ren_mor_tot_10anos_pct.md
126,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_sex_mas_pct,pes_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas residentes,População e responsáveis,Homens,Sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Homens residentes em domicílios particulares e domicílios coletivos,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pes_100m2.md
127,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_sex_fem_pct,pes_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas residentes,População e responsáveis,Mulheres,Sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Mulheres em domicílios particulares e domicílios coletivos,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pes_100m2.md
128,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_abs,pes_100m2,pes_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas residentes,População e responsáveis,Total de residentes,Total,Número de pessoas residentes,Pessoas residentes por 100m²,sim,Pessoas Residentes,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pes_100m2.md
129,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_ama_pct,pes_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas residentes,População e responsáveis,Pessoas amarelas,Cor dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas Residentes e cor ou raça - amarela,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pes_100m2.md
130,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_bra_pct,pes_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas residentes,População e responsáveis,Pessoas brancas,Cor dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas Residentes e cor ou raça - branca,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pes_100m2.md
131,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_ind_pct,pes_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas residentes,População e responsáveis,Pessoas indígenas,Cor dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas Residentes e cor ou raça - indígena,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pes_100m2.md
132,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_neg_pct,pes_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas residentes,População e responsáveis,Pessoas negras,Cor dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,Pessoas Residentes e cor ou raça - preta ou parda,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pes_100m2.md
133,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_neg_fem_pct,pes_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas residentes,População e responsáveis,Mulheres amarelas,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,"Pessoas Residentes, do sexo feminino e cor ou raça - amarela",https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pes_100m2.md
134,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_bra_fem_pct,pes_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas residentes,População e responsáveis,Mulheres brancas,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,"Pessoas Residentes, do sexo feminino e cor ou raça - branca",https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pes_100m2.md
135,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_ama_fem_pct,pes_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas residentes,População e responsáveis,Mulheres indígenas,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,"Pessoas Residentes, do sexo feminino e cor ou raça - indígena",https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pes_100m2.md
136,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_ind_mas_pct,pes_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas residentes,População e responsáveis,Mulheres negras,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,"Pessoas Residentes, do sexo feminino e cor ou raça - preta ou parda",https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pes_100m2.md
137,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_neg_mas_pct,pes_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas residentes,População e responsáveis,Homens amarelos,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,"Pessoas Residentes, do sexo masculino e cor ou raça - amarela",https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pes_100m2.md
138,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_bra_mas_pct,pes_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas residentes,População e responsáveis,Homens brancos,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,"Pessoas Residentes, do sexo masculino e cor ou raça - branca",https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pes_100m2.md
139,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_ama_mas_pct,pes_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas residentes,População e responsáveis,Homens indígenas,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,"Pessoas Residentes, do sexo masculino e cor ou raça - indígena",https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pes_100m2.md
140,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_bas_mor_cor_sex_ind_mas_pct,pes_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas residentes,População e responsáveis,Mulheres negras,Cor e sexo dos residentes,Porcentagem em relação ao total de pessoas residentes,% em relação ao total de pessoas residentes,,"Pessoas Residentes, do sexo masculino e cor ou raça - preta ou parda",https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/pes_100m2.md
141,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_abs,res_100m2,res_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas responsáveis,População e responsáveis,Total de responsáveis,Total,Número de pessoas residentes,Número de pessoas residentes,sim,Pessoas Responsáveis,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/res_100m2.md
142,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_res_meiosm_pct,res_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas responsáveis,População e responsáveis,Até 1/2 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de pessoas responsáveis,% em relação ao total de pessoas responsáveis,,Pessoas responsáveis com rendimento nominal mensal de até 1/2 salário mínimo,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/res_100m2.md
143,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_sex_res_meiosm_fem_pct,res_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas responsáveis,População e responsáveis,Mulheres até 1/2 salário mínimo,Renda e sexo dos responsáveis,Porcentagem em relação ao total de pessoas responsáveis,% em relação ao total de pessoas responsáveis,,"Pessoas responsáveis com rendimento nominal mensal de até ½ salário mínimo, do sexo feminino",https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/res_100m2.md
144,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_sex_res_meiosm_mas_pct,res_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas responsáveis,População e responsáveis,Homens até 1/2 salário mínimo,Renda e sexo dos responsáveis,Porcentagem em relação ao total de pessoas responsáveis,% em relação ao total de pessoas responsáveis,,"Pessoas responsáveis com rendimento nominal mensal de até ½ salário mínimo, do sexo masculino",https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/res_100m2.md
145,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_res_2sm_pct,res_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas responsáveis,População e responsáveis,1 a 2 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de pessoas responsáveis,% em relação ao total de pessoas responsáveis,,Pessoas responsáveis com rendimento nominal mensal de mais de 1 a 2 salários mínimos,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/res_100m2.md
146,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_sex_res_2sm_fem_pct,res_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas responsáveis,População e responsáveis,Mulheres de 1 a 2 salários mínimos,Renda e sexo dos responsáveis,Porcentagem em relação ao total de pessoas responsáveis,% em relação ao total de pessoas responsáveis,,"Pessoas responsáveis com rendimento nominal mensal de mais de 1 a 2 salários mínimos, do sexo feminino",https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/res_100m2.md
147,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_sex_res_2sm_mas_pct,res_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas responsáveis,População e responsáveis,Homens de 1 a 2 salários mínimos,Renda e sexo dos responsáveis,Porcentagem em relação ao total de pessoas responsáveis,% em relação ao total de pessoas responsáveis,,"Pessoas responsáveis com rendimento nominal mensal de mais de 1 a 2 salários mínimos, do sexo masculino",https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/res_100m2.md
148,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_res_1sm_pct,res_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas responsáveis,População e responsáveis,1/2 a 1 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de pessoas responsáveis,% em relação ao total de pessoas responsáveis,,Pessoas responsáveis com rendimento nominal mensal de mais de 1/2 a 1 salário mínimo,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/res_100m2.md
149,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_sex_res_1sm_fem_pct,res_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas responsáveis,População e responsáveis,Mulheres de 1/2 a 1 salário mínimo,Renda e sexo dos responsáveis,Porcentagem em relação ao total de pessoas responsáveis,% em relação ao total de pessoas responsáveis,,"Pessoas responsáveis com rendimento nominal mensal de mais de 1/2 a 1 salário mínimo, do sexo feminino",https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/res_100m2.md
150,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_sex_res_1sm_mas_pct,res_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas responsáveis,População e responsáveis,Homens de 1/2 a 1 salário mínimo,Renda e sexo dos responsáveis,Porcentagem em relação ao total de pessoas responsáveis,% em relação ao total de pessoas responsáveis,,"Pessoas responsáveis com rendimento nominal mensal de mais de 1/2 a 1 salário mínimo, do sexo masculino",https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/res_100m2.md
151,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_res_15sm_pct,res_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas responsáveis,População e responsáveis,10 a 15 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de pessoas responsáveis,% em relação ao total de pessoas responsáveis,,Pessoas responsáveis com rendimento nominal mensal de mais de 10 a 15 salários mínimos,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/res_100m2.md
152,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_sex_res_15sm_fem_pct,res_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas responsáveis,População e responsáveis,Mulheres de 10 a 15 salários mínimos,Renda e sexo dos responsáveis,Porcentagem em relação ao total de pessoas responsáveis,% em relação ao total de pessoas responsáveis,,"Pessoas responsáveis com rendimento nominal mensal de mais de 10 a 15 salários mínimos, do sexo feminino",https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/res_100m2.md
153,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_sex_res_15sm_mas_pct,res_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas responsáveis,População e responsáveis,Homens de 10 a 15 salários mínimos,Renda e sexo dos responsáveis,Porcentagem em relação ao total de pessoas responsáveis,% em relação ao total de pessoas responsáveis,,"Pessoas responsáveis com rendimento nominal mensal de mais de 10 a 15 salários mínimos, do sexo masculino",https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/res_100m2.md
154,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_res_20sm_pct,res_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas responsáveis,População e responsáveis,15 a 20 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de pessoas responsáveis,% em relação ao total de pessoas responsáveis,,Pessoas responsáveis com rendimento nominal mensal de mais de 15 a 20 salários mínimos,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/res_100m2.md
155,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_sex_res_20sm_fem_pct,res_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas responsáveis,População e responsáveis,Mulheres de 15 a 20 salários mínimos,Renda e sexo dos responsáveis,Porcentagem em relação ao total de pessoas responsáveis,% em relação ao total de pessoas responsáveis,,"Pessoas responsáveis com rendimento nominal mensal de mais de 15 a 20 salários mínimos, do sexo feminino",https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/res_100m2.md
156,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_ren_mor_ren_sex_res_20sm_mas_pct,res_100m2,cem_censo_2010_2022,2010,População e domicílios / 2010 / População e responsáveis,População e domicílios,Pessoas responsáveis,População e responsáveis,Homens de 15 a 20 salários mínimos,Renda e sexo dos responsáveis,Porcentagem em relação ao total de pessoas responsáveis,% em relação ao total de pessoas responsáveis,,"Pessoas responsáveis com rendimento nominal mensal de mais de 15 a 20 salários mínimos, do sexo masculino",https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/res_100m2.md
